Campaign_ID,Region,Platform,Campaign_Category,Campaign_Type,Impressions,Clicks,Total_Engagements,Campaign_Ad_Spend
CMP_03787,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),551,14,38,18.55
CMP_03788,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),390,6,22,9.06
CMP_03789,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1147,88,0,357.9
CMP_03790,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),221,6,15,8.84
CMP_03791,APAC,Email,Email,Cart Abandonment Flow,439,34,0,0.24
CMP_03792,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),250,5,17,7.89
CMP_03793,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),528,10,42,19.56
CMP_03794,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),163,5,18,6.01
CMP_03795,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),236,8,13,7.74
CMP_03796,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1042,100,0,575.23
CMP_03797,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",702,69,0,249.47
CMP_03798,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),769,14,85,29.22
CMP_03799,Europe,Email,Email,Newsletter / Brand Story,753,49,0,0.29
CMP_03800,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1970,80,0,399.95
CMP_03801,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",877,63,0,304.87
CMP_03802,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",925,90,0,450.58
CMP_03803,Europe,SMS,SMS,Flash Sale / Price Drop Alert,451,54,0,0.64
CMP_03804,North America,X,Paid Social Media,Brand Awareness (Conversation Driven),540,14,33,15.68
CMP_03805,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1059,70,0,281.85
CMP_03806,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1264,88,0,335.16
CMP_03807,North America,Email,Email,VIP Early Access / Private Sale,1371,53,0,0.27
CMP_03808,Europe,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),233,7,20,11.16
CMP_03809,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1132,52,0,211.41
CMP_03810,Europe,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",789,75,0,319.28
CMP_03811,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1897,83,0,326.14
CMP_03812,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),524,17,36,24.53
CMP_03813,APAC,X,Paid Social Media,Brand Awareness (Conversation Driven),538,9,38,10.56
CMP_03814,APAC,Email,Email,Newsletter / Brand Story,979,46,0,0.32
CMP_03815,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),368,6,32,12.2
CMP_03816,APAC,SMS,SMS,VIP Event Invitation,726,50,0,0.7
CMP_03817,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1149,101,0,401.07
CMP_03818,Europe,Email,Email,Cart Abandonment Flow,1224,47,0,0.28
CMP_03819,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),317,10,24,14.51
CMP_03820,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1474,100,0,605.75
CMP_03821,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),341,6,27,7.64
CMP_03822,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),353,9,14,10.71
CMP_03823,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1008,85,0,293.78
CMP_03824,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),159,5,9,8.08
CMP_03825,Europe,Email,Email,Welcome Series,853,36,0,0.21
CMP_03826,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),410,10,29,11.58
CMP_03827,APAC,SMS,SMS,Cart Abandonment Alert,493,52,0,0.73
CMP_03828,APAC,SMS,SMS,Cart Abandonment Alert,445,46,0,0.64
CMP_03829,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),245,8,7,9.0
CMP_03830,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1527,78,0,405.49
CMP_03831,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),204,7,7,9.99
CMP_03832,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),677,12,31,14.15
CMP_03833,North America,X,Paid Social Media,Influencer/KOL Discussion,370,10,15,8.28
CMP_03834,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),156,4,7,3.63
CMP_03835,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",860,75,0,303.84
CMP_03836,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),223,7,13,6.08
CMP_03837,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",939,80,0,398.63
CMP_03838,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1394,82,0,365.64
CMP_03839,Europe,SMS,SMS,Flash Sale / Price Drop Alert,511,53,0,0.63
CMP_03840,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),378,13,15,9.87
CMP_03841,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),491,13,33,16.55
CMP_03842,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),395,11,20,12.04
CMP_03843,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1055,86,0,637.82
CMP_03844,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1009,88,0,409.65
CMP_03845,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),355,11,18,13.3
CMP_03846,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1186,83,0,578.0
CMP_03847,Europe,X,Paid Social Media,Product Launch Announcement,289,8,17,8.7
CMP_03848,Europe,SMS,SMS,Flash Sale / Price Drop Alert,432,49,0,0.58
CMP_03849,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),363,10,13,19.35
CMP_03850,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),237,8,16,7.99
CMP_03851,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),462,10,36,6.82
CMP_03852,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),262,9,15,13.94
CMP_03853,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),724,15,45,17.02
CMP_03854,APAC,Email,Email,Cart Abandonment Flow,1689,56,0,0.39
CMP_03855,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1098,95,0,482.24
CMP_03856,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",898,73,0,349.08
CMP_03857,Europe,SMS,SMS,Flash Sale / Price Drop Alert,650,55,0,0.65
CMP_03858,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1759,95,0,447.98
CMP_03859,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1184,91,0,429.33
CMP_03860,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),350,10,24,12.14
CMP_03861,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),704,17,50,35.43
CMP_03862,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1490,94,0,389.36
CMP_03863,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1507,77,0,443.55
CMP_03864,Europe,SMS,SMS,VIP Event Invitation,683,58,0,0.68
CMP_03865,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1090,90,0,332.84
CMP_03866,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),423,12,20,21.94
CMP_03867,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",895,87,0,278.22
CMP_03868,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),278,9,12,16.17
CMP_03869,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),566,11,27,9.61
CMP_03870,APAC,Email,Email,Cart Abandonment Flow,664,45,0,0.31
CMP_03871,APAC,Email,Email,Newsletter / Brand Story,1381,58,0,0.41
CMP_03872,North America,YouTube,Paid Social Media,Product Highlight (Detailed Review),428,12,21,8.74
CMP_03873,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),336,10,23,18.58
CMP_03874,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2442,115,0,755.93
CMP_03875,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",970,85,0,491.48
CMP_03876,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),352,9,14,11.77
CMP_03877,APAC,Email,Email,Cart Abandonment Flow,631,45,0,0.31
CMP_03878,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),487,8,37,12.02
CMP_03879,Europe,Email,Email,Newsletter / Brand Story,997,56,0,0.33
CMP_03880,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1411,107,0,400.1
CMP_03881,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),381,12,22,21.2
CMP_03882,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1429,86,0,468.82
CMP_03883,APAC,Google Ads,Paid Search,Competitor Conquesting,1046,82,0,378.15
CMP_03884,APAC,Email,Email,Newsletter / Brand Story,1027,44,0,0.31
CMP_03885,APAC,Email,Email,VIP Early Access / Private Sale,650,46,0,0.32
CMP_03886,Europe,SMS,SMS,Cart Abandonment Alert,852,52,0,0.61
CMP_03887,Europe,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),541,9,58,8.42
CMP_03888,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1144,95,0,424.93
CMP_03889,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),186,4,11,4.36
CMP_03890,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),359,11,23,6.91
CMP_03891,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),618,14,46,10.42
CMP_03892,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1095,83,0,538.21
CMP_03893,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),541,12,37,14.26
CMP_03894,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",682,67,0,469.17
CMP_03895,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),462,15,26,18.59
CMP_03896,APAC,SMS,SMS,Cart Abandonment Alert,716,50,0,0.7
CMP_03897,APAC,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",897,86,0,662.01
CMP_03898,Europe,Email,Email,Cart Abandonment Flow,1196,51,0,0.3
CMP_03899,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),201,7,7,8.82
CMP_03900,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),488,11,26,10.08
CMP_03901,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),497,13,29,17.63
CMP_03902,APAC,Email,Email,VIP Early Access / Private Sale,1110,50,0,0.35
CMP_03903,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),407,8,30,12.04
CMP_03904,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2441,101,0,348.74
CMP_03905,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1636,77,0,304.84
CMP_03906,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),227,5,17,6.05
CMP_03907,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),226,6,14,7.7
CMP_03908,APAC,X,Paid Social Media,Product Launch Announcement,239,6,14,5.95
CMP_03909,North America,SMS,SMS,Back-in-Stock Alert,731,53,0,0.53
CMP_03910,APAC,Email,Email,VIP Early Access / Private Sale,888,51,0,0.36
CMP_03911,North America,TikTok,Paid Social Media,Product Highlight (Short-form),694,11,34,5.58
CMP_03912,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),407,13,24,14.42
CMP_03913,APAC,Email,Email,Welcome Series,1531,50,0,0.35
CMP_03914,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1159,93,0,424.76
CMP_03915,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1389,98,0,662.23
CMP_03916,North America,SMS,SMS,Cart Abandonment Alert,472,46,0,0.46
CMP_03917,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),386,10,19,11.12
CMP_03918,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1917,84,0,587.67
CMP_03919,APAC,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1247,86,0,358.16
CMP_03920,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1762,76,0,429.2
CMP_03921,North America,TikTok,Paid Social Media,Product Highlight (Short-form),420,8,29,10.76
CMP_03922,APAC,Email,Email,Cart Abandonment Flow,612,44,0,0.31
CMP_03923,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),228,7,9,14.43
CMP_03924,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1175,98,0,804.42
CMP_03925,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1690,97,0,545.28
CMP_03926,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1357,89,0,524.46
CMP_03927,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1543,85,0,313.57
CMP_03928,Europe,SMS,SMS,Cart Abandonment Alert,454,42,0,0.5
CMP_03929,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),87,3,4,3.32
CMP_03930,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1099,98,0,287.84
CMP_03931,North America,SMS,SMS,VIP Event Invitation,613,52,0,0.52
CMP_03932,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),575,11,44,17.92
CMP_03933,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),100,3,6,2.36
CMP_03934,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",958,83,0,436.38
CMP_03935,APAC,SMS,SMS,VIP Event Invitation,627,56,0,0.78
CMP_03936,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1332,86,0,528.19
CMP_03937,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),1132,20,41,15.27
CMP_03938,Europe,Email,Email,VIP Early Access / Private Sale,680,40,0,0.24
CMP_03939,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),375,8,24,6.25
CMP_03940,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),294,8,30,13.14
CMP_03941,Europe,X,Paid Social Media,Influencer/KOL Discussion,512,10,23,8.54
CMP_03942,APAC,SMS,SMS,Cart Abandonment Alert,669,51,0,0.71
CMP_03943,North America,TikTok,Paid Social Media,Product Highlight (Short-form),403,13,32,15.36
CMP_03944,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1391,97,0,798.51
CMP_03945,North America,Email,Email,Cart Abandonment Flow,728,57,0,0.29
CMP_03946,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),456,7,17,10.98
CMP_03947,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),392,13,24,13.78
CMP_03948,APAC,Bing Ads,Paid Search,Competitor Conquesting,1252,83,0,482.4
CMP_03949,Europe,SMS,SMS,Cart Abandonment Alert,385,38,0,0.45
CMP_03950,APAC,Google Ads,Paid Search,Competitor Conquesting,866,84,0,684.67
CMP_03951,North America,Email,Email,VIP Early Access / Private Sale,747,54,0,0.27
CMP_03952,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",773,76,0,334.42
CMP_03953,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1490,91,0,243.94
CMP_03954,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",2260,99,0,491.4
CMP_03955,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),430,12,20,11.9
CMP_03956,Europe,Email,Email,Welcome Series,956,52,0,0.31
CMP_03957,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1148,83,0,378.42
CMP_03958,APAC,SMS,SMS,Back-in-Stock Alert,465,52,0,0.73
CMP_03959,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),664,11,33,14.2
CMP_03960,APAC,Email,Email,Welcome Series,765,37,0,0.26
CMP_03961,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),195,4,9,5.48
CMP_03962,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1233,87,0,370.26
CMP_03963,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),265,9,28,13.34
CMP_03964,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),424,12,33,15.95
CMP_03965,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),271,9,18,13.33
CMP_03966,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),272,9,15,6.8
CMP_03967,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),200,6,10,7.6
CMP_03968,North America,Instagram,Paid Social Media,Product Highlight (Carousel),641,14,49,9.93
CMP_03969,APAC,Email,Email,VIP Early Access / Private Sale,1346,56,0,0.39
CMP_03970,North America,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),398,10,31,9.49
CMP_03971,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),699,11,45,10.98
CMP_03972,North America,TikTok,Paid Social Media,Product Highlight (Short-form),292,10,27,14.83
CMP_03973,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1435,98,0,772.95
CMP_03974,Europe,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1066,75,0,271.47
CMP_03975,Europe,SMS,SMS,Back-in-Stock Alert,559,51,0,0.6
CMP_03976,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1057,90,0,473.88
CMP_03977,APAC,SMS,SMS,Back-in-Stock Alert,623,59,0,0.83
CMP_03978,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1182,91,0,370.03
CMP_03979,North America,SMS,SMS,Cart Abandonment Alert,599,49,0,0.49
CMP_03980,Europe,SMS,SMS,Back-in-Stock Alert,1054,57,0,0.67
CMP_03981,APAC,Email,Email,VIP Early Access / Private Sale,1282,47,0,0.33
CMP_03982,Europe,Email,Email,Cart Abandonment Flow,652,48,0,0.28
CMP_03983,APAC,Email,Email,VIP Early Access / Private Sale,1005,46,0,0.32
CMP_03984,Europe,Email,Email,Newsletter / Brand Story,1012,49,0,0.29
CMP_03985,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),365,12,11,11.07
CMP_03986,Europe,Google Ads,Paid Search,Competitor Conquesting,1090,86,0,423.43
CMP_03987,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),531,8,25,5.11
CMP_03988,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),492,12,19,20.18
CMP_03989,APAC,Email,Email,Cart Abandonment Flow,968,59,0,0.41
CMP_03990,APAC,SMS,SMS,Flash Sale / Price Drop Alert,679,62,0,0.87
CMP_03991,North America,SMS,SMS,Cart Abandonment Alert,511,61,0,0.61
CMP_03992,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1381,83,0,362.77
CMP_03993,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),92,3,6,5.3
CMP_03994,North America,SMS,SMS,Back-in-Stock Alert,748,49,0,0.49
CMP_03995,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1200,92,0,286.92
CMP_03996,North America,SMS,SMS,Cart Abandonment Alert,546,47,0,0.47
CMP_03997,Europe,SMS,SMS,Cart Abandonment Alert,734,51,0,0.6
CMP_03998,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),486,9,16,17.4
CMP_03999,North America,Email,Email,Cart Abandonment Flow,841,53,0,0.27
CMP_04000,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1935,79,0,339.08
CMP_04001,North America,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),499,10,22,11.28
CMP_04002,Europe,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),949,15,108,12.32
CMP_04003,North America,Instagram,Paid Social Media,Product Highlight (Carousel),422,12,16,17.02
CMP_04004,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1639,76,0,348.69
CMP_04005,Europe,Email,Email,Welcome Series,1028,59,0,0.35
CMP_04006,Europe,Email,Email,Newsletter / Brand Story,548,38,0,0.22
CMP_04007,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),239,7,19,10.22
CMP_04008,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),312,9,20,13.33
CMP_04009,APAC,SMS,SMS,Cart Abandonment Alert,630,42,0,0.59
CMP_04010,APAC,SMS,SMS,Back-in-Stock Alert,816,64,0,0.9
CMP_04011,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",913,71,0,451.74
CMP_04012,Europe,X,Paid Social Media,Brand Awareness (Conversation Driven),350,6,16,4.64
CMP_04013,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),366,11,25,17.95
CMP_04014,Europe,Bing Ads,Paid Search,Competitor Conquesting,2118,108,0,414.27
CMP_04015,APAC,SMS,SMS,VIP Event Invitation,520,55,0,0.77
CMP_04016,Europe,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),311,9,36,8.67
CMP_04017,APAC,Email,Email,Welcome Series,672,52,0,0.36
CMP_04018,Europe,SMS,SMS,Cart Abandonment Alert,449,45,0,0.53
CMP_04019,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),320,11,20,9.75
CMP_04020,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2016,93,0,525.44
CMP_04021,APAC,Bing Ads,Paid Search,Competitor Conquesting,1041,92,0,385.6
CMP_04022,Europe,SMS,SMS,Flash Sale / Price Drop Alert,408,44,0,0.52
CMP_04023,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),414,12,13,17.88
CMP_04024,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),254,8,11,10.69
CMP_04025,APAC,Email,Email,Cart Abandonment Flow,719,50,0,0.35
CMP_04026,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",981,95,0,367.3
CMP_04027,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1172,75,0,565.89
CMP_04028,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",992,77,0,528.02
CMP_04029,APAC,SMS,SMS,Cart Abandonment Alert,530,53,0,0.74
CMP_04030,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1021,91,0,417.31
CMP_04031,Europe,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1571,92,0,592.12
CMP_04032,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1593,82,0,491.23
CMP_04033,APAC,Email,Email,Cart Abandonment Flow,612,40,0,0.28
CMP_04034,Europe,SMS,SMS,VIP Event Invitation,550,61,0,0.72
CMP_04035,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),380,13,11,15.92
CMP_04036,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),226,6,19,12.26
CMP_04037,Europe,Email,Email,Cart Abandonment Flow,1078,56,0,0.33
CMP_04038,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1238,94,0,502.54
CMP_04039,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),367,10,13,8.89
CMP_04040,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2380,98,0,460.85
CMP_04041,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",865,82,0,509.88
CMP_04042,APAC,SMS,SMS,Cart Abandonment Alert,1180,65,0,0.91
CMP_04043,North America,Email,Email,Cart Abandonment Flow,931,59,0,0.29
CMP_04044,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1422,97,0,651.34
CMP_04045,APAC,Email,Email,Welcome Series,853,46,0,0.32
CMP_04046,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),427,10,25,6.68
CMP_04047,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),658,12,37,23.73
CMP_04048,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),594,9,22,11.63
CMP_04049,North America,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1484,96,0,318.74
CMP_04050,Europe,Email,Email,Newsletter / Brand Story,677,49,0,0.29
CMP_04051,APAC,Email,Email,Cart Abandonment Flow,672,45,0,0.31
CMP_04052,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1153,91,0,451.02
CMP_04053,APAC,SMS,SMS,Cart Abandonment Alert,812,50,0,0.7
CMP_04054,APAC,Email,Email,Welcome Series,1322,49,0,0.34
CMP_04055,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),262,6,17,10.44
CMP_04056,APAC,X,Paid Social Media,Influencer/KOL Discussion,313,9,20,9.12
CMP_04057,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),429,15,20,10.0
CMP_04058,APAC,X,Paid Social Media,Brand Awareness (Conversation Driven),255,7,11,9.38
CMP_04059,APAC,Email,Email,VIP Early Access / Private Sale,660,51,0,0.36
CMP_04060,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",815,81,0,481.67
CMP_04061,APAC,X,Paid Social Media,Product Launch Announcement,472,10,17,18.76
CMP_04062,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1389,69,0,413.32
CMP_04063,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),235,5,11,6.81
CMP_04064,Europe,Email,Email,Welcome Series,706,52,0,0.31
CMP_04065,Europe,X,Paid Social Media,Brand Awareness (Conversation Driven),842,13,50,20.91
CMP_04066,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1012,83,0,492.27
CMP_04067,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1107,83,0,577.63
CMP_04068,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),488,14,38,19.68
CMP_04069,North America,Instagram,Paid Social Media,Product Highlight (Carousel),312,10,19,7.51
CMP_04070,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),523,9,32,8.44
CMP_04071,APAC,X,Paid Social Media,Product Launch Announcement,304,9,12,14.99
CMP_04072,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),346,11,17,7.87
